historical_symbol,trade_date,roles,event_ids,interval_count,window_intervals_local,requested_regular_session_minutes,quote_extension_intervals_local,requested_quote_minutes,require_equity_trades,require_equity_quotes,require_option_trades_full_replication,require_option_quotes_full_replication,itch_requirement,shares_outstanding_required,research_use_only
BCR,2015-01-16,baseline,HEJFE-E25BAF3CFF23A3BE,1,14:57-15:57,61,14:57-16:00,64,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CGNX,2015-01-16,baseline,HEJFE-FBA59D82CEE8FD00,1,13:34-14:34,61,13:34-14:39,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CLD,2015-01-16,baseline,HEJFE-B04F1AF8B6E30A43,1,15:05-16:00,56,15:05-16:00,56,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
COLM,2015-01-16,baseline,HEJFE-FBFFFD99898188CF,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CREE,2015-01-16,baseline,HEJFE-81F188C0D790FE70,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CRL,2015-01-16,baseline,HEJFE-947F50EBAFBA54DC,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EA,2015-01-16,baseline,HEJFE-0B87675BF7BEDBCA,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
F,2015-01-16,baseline,HEJFE-E8C5063581BE7EB7,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
FLR,2015-01-16,baseline,HEJFE-1E37362063697486,1,14:36-15:36,61,14:36-15:41,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GILD,2015-01-16,baseline,HEJFE-C4D39B22234902F2,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GMCR,2015-01-16,baseline,HEJFE-7482DE1CD44C1A00,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GNRC,2015-01-16,baseline,HEJFE-E342F6A93B35E012,1,15:22-16:00,39,15:22-16:00,39,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
HBI,2015-01-16,baseline,HEJFE-3ADF019D07BA84CE,1,14:08-15:08,61,14:08-15:13,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
IDTI,2015-01-16,baseline,HEJFE-9861757889227DD4,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ILMN,2015-01-16,baseline,HEJFE-8A11E54A9679E09D,1,14:41-15:41,61,14:41-15:46,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
INWK,2015-01-16,baseline,HEJFE-20EC97300E6205B9,1,13:31-14:31,61,13:31-14:36,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MDU,2015-01-16,baseline,HEJFE-6101FFEDBA6EE41B,1,14:17-15:17,61,14:17-15:22,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MIC,2015-01-16,baseline,HEJFE-93A7D27EF425EDF0,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NATI,2015-01-16,baseline,HEJFE-F9E72EEF6E5BD373,1,15:21-16:00,40,15:21-16:00,40,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-01-16,baseline,HEJFE-DC66D5F2BDEC7C74,1,13:01-14:01,61,13:01-14:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NUAN,2015-01-16,baseline,HEJFE-54A5D1D8A5B593C8,1,15:03-16:00,58,15:03-16:00,58,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
P,2015-01-16,baseline,HEJFE-847F0EFE669B2440,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2015-01-16,baseline,HEJFE-4E643D38FFB3016E,1,14:28-15:28,61,14:28-15:33,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
QLIK,2015-01-16,baseline,HEJFE-4080E04F012A7290,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
R,2015-01-16,baseline,HEJFE-A25F33B630365184,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ROG,2015-01-16,baseline,HEJFE-7CEFB3FE3D986464,1,15:14-16:00,47,15:14-16:00,47,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SBUX,2015-01-16,baseline,HEJFE-A9DB7C5F6FD1D978,1,12:52-13:52,61,12:52-13:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNDK,2015-01-16,baseline,HEJFE-48B08BAEDCEEDEFC,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STT,2015-01-16,baseline,HEJFE-EC5EB2BE0D97833F,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SWKS,2015-01-16,baseline,HEJFE-4DEF5FDB3210E91B,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TER,2015-01-16,baseline,HEJFE-334BAA0D940A418A,1,15:19-16:00,42,15:19-16:00,42,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TNGO,2015-01-16,baseline,HEJFE-AF5106891E058D23,1,14:40-15:40,61,14:40-15:45,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
URI,2015-01-16,baseline,HEJFE-00D863517A3A754C,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WMB,2015-01-16,baseline,HEJFE-1783DE88400AF6CC,1,14:24-15:24,61,14:24-15:29,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WTS,2015-01-16,baseline,HEJFE-D346C6CFDFB6E581,1,13:49-14:49,61,13:49-14:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ADI,2015-01-20,baseline,HEJFE-D9C52E6CC595C380,1,13:35-14:35,61,13:35-14:40,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ALNY,2015-01-20,baseline,HEJFE-22BF36BABB9D19D7,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
BCR,2015-01-20,baseline,HEJFE-E25BAF3CFF23A3BE,1,14:57-15:57,61,14:57-16:00,64,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CGNX,2015-01-20,baseline,HEJFE-FBA59D82CEE8FD00,1,13:34-14:34,61,13:34-14:39,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CLD,2015-01-20,baseline,HEJFE-B04F1AF8B6E30A43,1,15:05-16:00,56,15:05-16:00,56,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
COLM,2015-01-20,baseline,HEJFE-FBFFFD99898188CF,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CREE,2015-01-20,event,HEJFE-81F188C0D790FE70,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CRL,2015-01-20,baseline,HEJFE-947F50EBAFBA54DC,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
DE,2015-01-20,baseline,HEJFE-A9D220DE2F7E7FC3,1,15:10-16:00,51,15:10-16:00,51,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EA,2015-01-20,baseline,HEJFE-0B87675BF7BEDBCA,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
F,2015-01-20,baseline,HEJFE-E8C5063581BE7EB7,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
FLR,2015-01-20,baseline,HEJFE-1E37362063697486,1,14:36-15:36,61,14:36-15:41,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GILD,2015-01-20,baseline,HEJFE-C4D39B22234902F2,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GMCR,2015-01-20,baseline,HEJFE-7482DE1CD44C1A00,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GNRC,2015-01-20,baseline,HEJFE-E342F6A93B35E012,1,15:22-16:00,39,15:22-16:00,39,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
HBI,2015-01-20,baseline,HEJFE-3ADF019D07BA84CE,1,14:08-15:08,61,14:08-15:13,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
IDTI,2015-01-20,baseline,HEJFE-9861757889227DD4,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ILMN,2015-01-20,baseline,HEJFE-8A11E54A9679E09D,1,14:41-15:41,61,14:41-15:46,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
INWK,2015-01-20,baseline,HEJFE-20EC97300E6205B9,1,13:31-14:31,61,13:31-14:36,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JWN,2015-01-20,baseline,HEJFE-7ED8DBD4804E4330,1,13:59-14:59,61,13:59-15:04,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MDU,2015-01-20,baseline,HEJFE-6101FFEDBA6EE41B,1,14:17-15:17,61,14:17-15:22,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MIC,2015-01-20,baseline,HEJFE-93A7D27EF425EDF0,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NATI,2015-01-20,baseline,HEJFE-F9E72EEF6E5BD373,1,15:21-16:00,40,15:21-16:00,40,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-01-20,baseline,HEJFE-DC66D5F2BDEC7C74,1,13:01-14:01,61,13:01-14:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NUAN,2015-01-20,baseline,HEJFE-54A5D1D8A5B593C8,1,15:03-16:00,58,15:03-16:00,58,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
P,2015-01-20,baseline,HEJFE-847F0EFE669B2440,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2015-01-20,baseline,HEJFE-4E643D38FFB3016E,1,14:28-15:28,61,14:28-15:33,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
QLIK,2015-01-20,baseline,HEJFE-4080E04F012A7290,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
R,2015-01-20,baseline,HEJFE-A25F33B630365184,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ROG,2015-01-20,baseline,HEJFE-7CEFB3FE3D986464,1,15:14-16:00,47,15:14-16:00,47,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SBUX,2015-01-20,baseline,HEJFE-A9DB7C5F6FD1D978,1,12:52-13:52,61,12:52-13:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNDK,2015-01-20,baseline,HEJFE-48B08BAEDCEEDEFC,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STT,2015-01-20,baseline,HEJFE-EC5EB2BE0D97833F,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SWKS,2015-01-20,baseline,HEJFE-4DEF5FDB3210E91B,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TER,2015-01-20,baseline,HEJFE-334BAA0D940A418A,1,15:19-16:00,42,15:19-16:00,42,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TNGO,2015-01-20,baseline,HEJFE-AF5106891E058D23,1,14:40-15:40,61,14:40-15:45,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
URI,2015-01-20,baseline,HEJFE-00D863517A3A754C,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WMB,2015-01-20,baseline,HEJFE-1783DE88400AF6CC,1,14:24-15:24,61,14:24-15:29,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WTS,2015-01-20,baseline,HEJFE-D346C6CFDFB6E581,1,13:49-14:49,61,13:49-14:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ADI,2015-01-21,baseline,HEJFE-D9C52E6CC595C380,1,13:35-14:35,61,13:35-14:40,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ALNY,2015-01-21,baseline,HEJFE-22BF36BABB9D19D7,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
BCR,2015-01-21,baseline,HEJFE-E25BAF3CFF23A3BE,1,14:57-15:57,61,14:57-16:00,64,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CGNX,2015-01-21,baseline,HEJFE-FBA59D82CEE8FD00,1,13:34-14:34,61,13:34-14:39,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CLD,2015-01-21,baseline,HEJFE-B04F1AF8B6E30A43,1,15:05-16:00,56,15:05-16:00,56,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
COLM,2015-01-21,baseline,HEJFE-FBFFFD99898188CF,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CRL,2015-01-21,baseline,HEJFE-947F50EBAFBA54DC,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
DE,2015-01-21,baseline,HEJFE-A9D220DE2F7E7FC3,1,15:10-16:00,51,15:10-16:00,51,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EA,2015-01-21,baseline,HEJFE-0B87675BF7BEDBCA,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
F,2015-01-21,baseline,HEJFE-E8C5063581BE7EB7,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
FLR,2015-01-21,baseline,HEJFE-1E37362063697486,1,14:36-15:36,61,14:36-15:41,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GILD,2015-01-21,baseline,HEJFE-C4D39B22234902F2,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GMCR,2015-01-21,baseline,HEJFE-7482DE1CD44C1A00,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GNRC,2015-01-21,baseline,HEJFE-E342F6A93B35E012,1,15:22-16:00,39,15:22-16:00,39,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
HBI,2015-01-21,baseline,HEJFE-3ADF019D07BA84CE,1,14:08-15:08,61,14:08-15:13,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
IDTI,2015-01-21,baseline,HEJFE-9861757889227DD4,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ILMN,2015-01-21,baseline,HEJFE-8A11E54A9679E09D,1,14:41-15:41,61,14:41-15:46,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
INWK,2015-01-21,baseline,HEJFE-20EC97300E6205B9,1,13:31-14:31,61,13:31-14:36,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JWN,2015-01-21,baseline,HEJFE-7ED8DBD4804E4330,1,13:59-14:59,61,13:59-15:04,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MDU,2015-01-21,baseline,HEJFE-6101FFEDBA6EE41B,1,14:17-15:17,61,14:17-15:22,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MIC,2015-01-21,baseline,HEJFE-93A7D27EF425EDF0,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NATI,2015-01-21,baseline,HEJFE-F9E72EEF6E5BD373,1,15:21-16:00,40,15:21-16:00,40,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-01-21,baseline,HEJFE-DC66D5F2BDEC7C74,1,13:01-14:01,61,13:01-14:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NUAN,2015-01-21,baseline,HEJFE-54A5D1D8A5B593C8,1,15:03-16:00,58,15:03-16:00,58,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
P,2015-01-21,baseline,HEJFE-847F0EFE669B2440,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2015-01-21,baseline,HEJFE-4E643D38FFB3016E,1,14:28-15:28,61,14:28-15:33,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
QLIK,2015-01-21,baseline,HEJFE-4080E04F012A7290,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
R,2015-01-21,baseline,HEJFE-A25F33B630365184,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ROG,2015-01-21,baseline,HEJFE-7CEFB3FE3D986464,1,15:14-16:00,47,15:14-16:00,47,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SBUX,2015-01-21,baseline,HEJFE-A9DB7C5F6FD1D978,1,12:52-13:52,61,12:52-13:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SNDK,2015-01-21,event,HEJFE-48B08BAEDCEEDEFC,1,14:30-15:30,61,14:30-15:35,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STT,2015-01-21,baseline,HEJFE-EC5EB2BE0D97833F,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SWKS,2015-01-21,baseline,HEJFE-4DEF5FDB3210E91B,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TER,2015-01-21,baseline,HEJFE-334BAA0D940A418A,1,15:19-16:00,42,15:19-16:00,42,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TNGO,2015-01-21,baseline,HEJFE-AF5106891E058D23,1,14:40-15:40,61,14:40-15:45,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
URI,2015-01-21,event,HEJFE-00D863517A3A754C,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WMB,2015-01-21,baseline,HEJFE-1783DE88400AF6CC,1,14:24-15:24,61,14:24-15:29,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WTS,2015-01-21,baseline,HEJFE-D346C6CFDFB6E581,1,13:49-14:49,61,13:49-14:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ADI,2015-01-22,baseline,HEJFE-D9C52E6CC595C380,1,13:35-14:35,61,13:35-14:40,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ALNY,2015-01-22,baseline,HEJFE-22BF36BABB9D19D7,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ATRC,2015-01-22,baseline,HEJFE-826F68D9DA88B37C,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
BCR,2015-01-22,baseline,HEJFE-E25BAF3CFF23A3BE,1,14:57-15:57,61,14:57-16:00,64,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CGNX,2015-01-22,baseline,HEJFE-FBA59D82CEE8FD00,1,13:34-14:34,61,13:34-14:39,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CLD,2015-01-22,baseline,HEJFE-B04F1AF8B6E30A43,1,15:05-16:00,56,15:05-16:00,56,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
COLM,2015-01-22,baseline,HEJFE-FBFFFD99898188CF,1,14:03-15:03,61,14:03-15:08,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
CRL,2015-01-22,baseline,HEJFE-947F50EBAFBA54DC,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
DE,2015-01-22,baseline,HEJFE-A9D220DE2F7E7FC3,1,15:10-16:00,51,15:10-16:00,51,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
EA,2015-01-22,baseline,HEJFE-0B87675BF7BEDBCA,1,15:18-16:00,43,15:18-16:00,43,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
F,2015-01-22,baseline,HEJFE-E8C5063581BE7EB7,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
FLR,2015-01-22,baseline,HEJFE-1E37362063697486,1,14:36-15:36,61,14:36-15:41,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GILD,2015-01-22,baseline,HEJFE-C4D39B22234902F2,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GMCR,2015-01-22,baseline,HEJFE-7482DE1CD44C1A00,1,13:37-14:37,61,13:37-14:42,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
GNRC,2015-01-22,baseline,HEJFE-E342F6A93B35E012,1,15:22-16:00,39,15:22-16:00,39,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
HBI,2015-01-22,baseline,HEJFE-3ADF019D07BA84CE,1,14:08-15:08,61,14:08-15:13,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
IDTI,2015-01-22,baseline,HEJFE-9861757889227DD4,1,13:54-14:54,61,13:54-14:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ILMN,2015-01-22,baseline,HEJFE-8A11E54A9679E09D,1,14:41-15:41,61,14:41-15:46,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
INWK,2015-01-22,baseline,HEJFE-20EC97300E6205B9,1,13:31-14:31,61,13:31-14:36,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
JWN,2015-01-22,baseline,HEJFE-7ED8DBD4804E4330,1,13:59-14:59,61,13:59-15:04,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MDU,2015-01-22,baseline,HEJFE-6101FFEDBA6EE41B,1,14:17-15:17,61,14:17-15:22,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
MIC,2015-01-22,baseline,HEJFE-93A7D27EF425EDF0,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NATI,2015-01-22,baseline,HEJFE-F9E72EEF6E5BD373,1,15:21-16:00,40,15:21-16:00,40,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NOW,2015-01-22,baseline,HEJFE-DC66D5F2BDEC7C74,1,13:01-14:01,61,13:01-14:06,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
NUAN,2015-01-22,baseline,HEJFE-54A5D1D8A5B593C8,1,15:03-16:00,58,15:03-16:00,58,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
P,2015-01-22,baseline,HEJFE-847F0EFE669B2440,1,15:29-16:00,32,15:29-16:00,32,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PLL,2015-01-22,baseline,HEJFE-36433565499915E2,1,14:33-15:33,61,14:33-15:38,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
PNRA,2015-01-22,baseline,HEJFE-4E643D38FFB3016E,1,14:28-15:28,61,14:28-15:33,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
QLIK,2015-01-22,baseline,HEJFE-4080E04F012A7290,1,15:09-16:00,52,15:09-16:00,52,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
R,2015-01-22,baseline,HEJFE-A25F33B630365184,1,15:13-16:00,48,15:13-16:00,48,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ROG,2015-01-22,baseline,HEJFE-7CEFB3FE3D986464,1,15:14-16:00,47,15:14-16:00,47,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SBUX,2015-01-22,event,HEJFE-A9DB7C5F6FD1D978,1,12:52-13:52,61,12:52-13:57,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
STT,2015-01-22,event,HEJFE-EC5EB2BE0D97833F,1,15:20-16:00,41,15:20-16:00,41,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
SWKS,2015-01-22,event,HEJFE-4DEF5FDB3210E91B,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TER,2015-01-22,baseline,HEJFE-334BAA0D940A418A,1,15:19-16:00,42,15:19-16:00,42,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
THC,2015-01-22,baseline,HEJFE-0273F1BFCD285E7F,1,15:27-16:00,34,15:27-16:00,34,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TNGO,2015-01-22,baseline,HEJFE-AF5106891E058D23,1,14:40-15:40,61,14:40-15:45,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TRAK,2015-01-22,baseline,HEJFE-4D7E68AD113380B3,1,15:11-16:00,50,15:11-16:00,50,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
TXRH,2015-01-22,baseline,HEJFE-0704950C71CFAFB4,1,14:54-15:54,61,14:54-15:59,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WMB,2015-01-22,baseline,HEJFE-1783DE88400AF6CC,1,14:24-15:24,61,14:24-15:29,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
WTS,2015-01-22,baseline,HEJFE-D346C6CFDFB6E581,1,13:49-14:49,61,13:49-14:54,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ADI,2015-01-23,baseline,HEJFE-D9C52E6CC595C380,1,13:35-14:35,61,13:35-14:40,66,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ALNY,2015-01-23,baseline,HEJFE-22BF36BABB9D19D7,1,15:25-16:00,36,15:25-16:00,36,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
ATRC,2015-01-23,baseline,HEJFE-826F68D9DA88B37C,1,15:28-16:00,33,15:28-16:00,33,1,1,1,1,conditional_on_point_in_time_nasdaq_listing,1,1
